,Buckeye,Freq,Log Freq,Fischer,Freq,Log Freq,Google ,Freq,Log Freq,Switchboard,Freq,Log Freq
afoot,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,305942,2.99E-07,-15.02447341,,,
afraid,19,6.72E-05,-9.607260302,1895,9.01E-05,-9.314293639,9957118,9.72E-06,-11.541826,92,6.28E-05,-9.674906008
africa,4,1.42E-05,-11.16540492,451,2.14E-05,-10.74980042,3498814,3.41E-06,-12.58768962,26,1.78E-05,-10.93859805
african,6,2.12E-05,-10.75993981,358,1.70E-05,-10.98073477,2029820,1.98E-06,-13.13216655,4,2.73E-06,-12.81040022
after,174,0.000615766,-7.392643982,11662,0.000554648,-7.497176785,277057138,0.000270324,-8.215889912,704,0.000480869,-7.639916229
aftermath,1,3.54E-06,-12.55169928,38,1.81E-06,-13.2236816,1966898,1.92E-06,-13.16365599,3,2.05E-06,-13.0980823
afternoon,10,3.54E-05,-10.24911419,507,2.41E-05,-10.63275675,14648080,1.43E-05,-11.1558044,58,3.96E-05,-10.13625157
afternoons,1,3.54E-06,-12.55169928,53,2.52E-06,-12.89097584,728573,7.11E-07,-14.15678112,15,1.02E-05,-11.48864438
afterward,1,3.54E-06,-12.55169928,59,2.81E-06,-12.78373031,1325125,1.29E-06,-13.55860688,6,4.10E-06,-12.40493512
afterwards,5,1.77E-05,-10.94226137,574,2.73E-05,-10.50863836,4657026,4.54E-06,-12.30173662,24,1.64E-05,-11.01864076
ag,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,1765524,1.72E-06,-13.27166614,,,
again,121,0.000428205,-7.755908735,9272,0.000440979,-7.726513372,129531050,0.000126383,-8.97619305,617,0.000421443,-7.771825562
against,62,0.000219411,-8.424564896,3535,0.000168126,-8.690799179,133460033,0.000130217,-8.946311616,236,0.0001612,-8.73286278
age,92,0.000325577,-8.029910704,4018,0.000191097,-8.562728211,79014823,7.71E-05,-9.470478203,263,0.000179643,-8.624540553
aged,3,1.06E-05,-11.45308699,101,4.80E-06,-12.24614724,11373273,1.11E-05,-11.40884754,4,2.73E-06,-12.81040022
agencies,1,3.54E-06,-12.55169928,127,6.04E-06,-12.01708067,33911389,3.31E-05,-10.31636275,7,4.78E-06,-12.25078444
agency,6,2.12E-05,-10.75993981,260,1.24E-05,-11.30058613,39315335,3.84E-05,-10.16849902,27,1.84E-05,-10.90085772
agenda,2,7.08E-06,-11.8585521,141,6.71E-06,-11.91250787,12516088,1.22E-05,-11.31309881,6,4.10E-06,-12.40493512
agent,2,7.08E-06,-11.8585521,202,9.61E-06,-11.55300006,33246417,3.24E-05,-10.33616667,16,1.09E-05,-11.42410586
agents,1,3.54E-06,-12.55169928,136,6.47E-06,-11.94861287,26979456,2.63E-05,-10.54503798,3,2.05E-06,-13.0980823
ages,4,1.42E-05,-11.16540492,306,1.46E-05,-11.13768265,15113363,1.47E-05,-11.12453435,38,2.60E-05,-10.55910843
agey,2,7.08E-06,-11.8585521,1,4.76E-08,-16.86126776,14385,1.40E-08,-18.08168295,,,
aggravate,1,3.54E-06,-12.55169928,12,5.71E-07,-14.37636111,282794,2.76E-07,-15.10315023,3,2.05E-06,-13.0980823
aggravated,2,7.08E-06,-11.8585521,42,2.00E-06,-13.12359814,1044791,1.02E-06,-13.79629681,4,2.73E-06,-12.81040022
aggravating,4,1.42E-05,-11.16540492,41,1.95E-06,-13.14769569,484875,4.73E-07,-14.56397782,14,9.56E-06,-11.55763726
aggravation,1,3.54E-06,-12.55169928,24,1.14E-06,-13.68321393,320924,3.13E-07,-14.97666462,1,6.83E-07,-14.19669459
aggression,2,7.08E-06,-11.8585521,31,1.47E-06,-13.42728055,2032896,1.98E-06,-13.13065229,3,2.05E-06,-13.0980823
aggressive,3,1.06E-05,-11.45308699,196,9.32E-06,-11.5831531,6191296,6.04E-06,-12.01696924,16,1.09E-05,-11.42410586
aggressively,1,3.54E-06,-12.55169928,8,3.80E-07,-14.78182622,1486124,1.45E-06,-13.44394228,,,
aggressor,1,3.54E-06,-12.55169928,12,5.71E-07,-14.37636111,218361,2.13E-07,-15.36171929,1,6.83E-07,-14.19669459
aging,2,7.08E-06,-11.8585521,31,1.47E-06,-13.42728055,5645232,5.51E-06,-12.10930238,5,3.42E-06,-12.58725667
agitation,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,777213,7.58E-07,-14.09215451,,,
agler,1,3.54E-06,-12.55169928,,,,343,3.35E-10,-21.81789378,,,
ago,113,0.000399894,-7.824311462,8957,0.000425997,-7.761077128,95054083,9.27E-05,-9.285667647,728,0.000497262,-7.606393537
agony,1,3.54E-06,-12.55169928,8,3.80E-07,-14.78182622,1019806,9.95E-07,-13.82050126,2,1.37E-06,-13.5035474
agree,20,7.08E-05,-9.555967008,9409,0.000447495,-7.7118458,42845504,4.18E-05,-10.08251296,457,0.000312155,-8.072011195
agreed,5,1.77E-05,-10.94226137,235,1.12E-05,-11.40168224,26523674,2.59E-05,-10.56207598,12,8.20E-06,-11.71178794
agreeing,3,1.06E-05,-11.45308699,70,3.33E-06,-12.61277251,2263637,2.21E-06,-13.02314086,2,1.37E-06,-13.5035474
agreement,4,1.42E-05,-11.16540492,285,1.36E-05,-11.20877858,45021129,4.39E-05,-10.03298176,17,1.16E-05,-11.36348124
agrees,1,3.54E-06,-12.55169928,60,2.85E-06,-12.76692319,6645681,6.48E-06,-11.9461465,5,3.42E-06,-12.58725667
agricultural,3,1.06E-05,-11.45308699,27,1.28E-06,-13.56543089,12504157,1.22E-05,-11.31405252,11,7.51E-06,-11.79879931
agriculturally,1,3.54E-06,-12.55169928,3,1.43E-07,-15.76265547,68469,6.68E-08,-16.52148786,,,
ah,92,0.000325577,-8.029910704,88418,0.004205185,-5.471436909,3223697,3.15E-06,-12.66958483,200,0.00013661,-8.898377219
aha,1,3.54E-06,-12.55169928,472,2.24E-05,-10.70428877,227893,2.22E-07,-15.31899273,2,1.37E-06,-13.5035474
ahead,23,8.14E-05,-9.416205065,2896,0.000137735,-8.890182003,21897252,2.14E-05,-10.75375252,263,0.000179643,-8.624540553
aid,3,1.06E-05,-11.45308699,294,1.40E-05,-11.17768799,26302573,2.57E-05,-10.5704469,34,2.32E-05,-10.67033406
aids,7,2.48E-05,-10.60578913,160,7.61E-06,-11.78609394,5001092,4.88E-06,-12.23045738,54,3.69E-05,-10.20771054
ails,1,3.54E-06,-12.55169928,2,9.51E-08,-16.16812058,116255,1.13E-07,-15.9920829,,,
aim,1,3.54E-06,-12.55169928,67,3.19E-06,-12.65657514,15079706,1.47E-05,-11.1267638,2,1.37E-06,-13.5035474
ain't,26,9.20E-05,-9.293602743,1057,5.03E-05,-9.898077771,10764,1.05E-08,-18.37166172,10,6.83E-06,-11.89410949
air,20,7.08E-05,-9.555967008,2482,0.000118045,-9.044447791,73476064,7.17E-05,-9.543153978,313,0.000213795,-8.450491395
airfare,1,3.54E-06,-12.55169928,15,7.13E-07,-14.15321756,3760118,3.67E-06,-12.51566333,1,6.83E-07,-14.19669459
airflow,1,3.54E-06,-12.55169928,3,1.43E-07,-15.76265547,770662,7.52E-07,-14.10061906,,,
airforce,4,1.42E-05,-11.16540492,84,4.00E-06,-12.43045096,104160,1.02E-07,-16.10194077,,,
airline,3,1.06E-05,-11.45308699,309,1.47E-05,-11.12792648,9433739,9.20E-06,-11.59582115,13,8.88E-06,-11.63174523
airliners,1,3.54E-06,-12.55169928,10,4.76E-07,-14.55868266,174049,1.70E-07,-15.58853208,,,
airlines,2,7.08E-06,-11.8585521,436,2.07E-05,-10.78362551,5045550,4.92E-06,-12.221607,10,6.83E-06,-11.89410949
airplane,9,3.18E-05,-10.3544747,653,3.11E-05,-10.37969063,2938890,2.87E-06,-12.76208171,13,8.88E-06,-11.63174523
airplanes,17,6.02E-05,-9.718485937,309,1.47E-05,-11.12792648,1483251,1.45E-06,-13.44587737,7,4.78E-06,-12.25078444
airport,10,3.54E-05,-10.24911419,2382,0.000113289,-9.085572007,18352946,1.79E-05,-10.93032356,13,8.88E-06,-11.63174523
airports,2,7.08E-06,-11.8585521,634,3.02E-05,-10.4092188,3945689,3.85E-06,-12.46749008,1,6.83E-07,-14.19669459
airways,1,3.54E-06,-12.55169928,28,1.33E-06,-13.52906325,571709,5.58E-07,-14.39923883,1,6.83E-07,-14.19669459
akron,11,3.89E-05,-10.15380401,65,3.09E-06,-12.68688049,97335,9.50E-08,-16.16971031,2,1.37E-06,-13.5035474
al,4,1.42E-05,-11.16540492,517,2.46E-05,-10.61322488,72976573,7.12E-05,-9.549975199,6,4.10E-06,-12.40493512
alabama,3,1.06E-05,-11.45308699,482,2.29E-05,-10.68332364,1084339,1.06E-06,-13.75914309,25,1.71E-05,-10.97781876
alarm,3,1.06E-05,-11.45308699,80,3.80E-06,-12.47924112,8972788,8.75E-06,-11.64591723,14,9.56E-06,-11.55763726
alaska,3,1.06E-05,-11.45308699,186,8.85E-06,-11.63552108,1141341,1.11E-06,-13.70790978,13,8.88E-06,-11.63174523
albany,3,1.06E-05,-11.45308699,72,3.42E-06,-12.58460164,262540,2.56E-07,-15.1774655,2,1.37E-06,-13.5035474
album,1,3.54E-06,-12.55169928,63,3.00E-06,-12.71813303,36913589,3.60E-05,-10.23153392,17,1.16E-05,-11.36348124
albuquerque,2,7.08E-06,-11.8585521,43,2.05E-06,-13.10006764,187976,1.83E-07,-15.51155466,,,
alcohol,14,4.95E-05,-9.912641951,1038,4.94E-05,-9.916216693,16193831,1.58E-05,-11.0554833,43,2.94E-05,-10.43549447
alcoholic,6,2.12E-05,-10.75993981,172,8.18E-06,-11.71377328,2662244,2.60E-06,-12.8609443,7,4.78E-06,-12.25078444
alcoholics,3,1.06E-05,-11.45308699,67,3.19E-06,-12.65657514,427921,4.18E-07,-14.68893035,2,1.37E-06,-13.5035474
alcoholism,2,7.08E-06,-11.8585521,68,3.23E-06,-12.64176005,1014358,9.90E-07,-13.82585777,,,
alexander,1,3.54E-06,-12.55169928,10,4.76E-07,-14.55868266,384527,3.75E-07,-14.79585494,,,
algebra,3,1.06E-05,-11.45308699,74,3.52E-06,-12.55720266,3283571,3.20E-06,-12.65118212,2,1.37E-06,-13.5035474
alien,1,3.54E-06,-12.55169928,49,2.33E-06,-12.96944746,4921471,4.80E-06,-12.2465062,3,2.05E-06,-13.0980823
aliens,2,7.08E-06,-11.8585521,64,3.04E-06,-12.70238467,2681102,2.62E-06,-12.85388577,,,
alike,2,7.08E-06,-11.8585521,97,4.61E-06,-12.28655678,5874302,5.73E-06,-12.06952643,15,1.02E-05,-11.48864438
alimony,1,3.54E-06,-12.55169928,7,3.33E-07,-14.91535761,367084,3.58E-07,-14.84227825,,,
aline,1,3.54E-06,-12.55169928,,,,40548,3.96E-08,-17.04538249,,,
alive,3,1.06E-05,-11.45308699,682,3.24E-05,-10.3362381,11301584,1.10E-05,-11.41517078,42,2.87E-05,-10.45902497
all,1219,0.004313899,-5.445913152,83938,0.003992115,-5.523434047,1176700314,0.001148103,-6.769644215,5648,0.003857879,-5.557637806
all's,1,3.54E-06,-12.55169928,16,7.61E-07,-14.08867903,387,3.78E-10,-21.69719954,4,2.73E-06,-12.81040022
allegations,1,3.54E-06,-12.55169928,10,4.76E-07,-14.55868266,4048522,3.95E-06,-12.44176179,,,
allegedly,1,3.54E-06,-12.55169928,16,7.61E-07,-14.08867903,3059331,2.98E-06,-12.72191741,5,3.42E-06,-12.58725667
allegiance,1,3.54E-06,-12.55169928,62,2.95E-06,-12.73413337,959238,9.36E-07,-13.88172973,,,
alleging,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,1113176,1.09E-06,-13.73289648,,,
allergic,5,1.77E-05,-10.94226137,471,2.24E-05,-10.70640966,2437749,2.38E-06,-12.9490386,10,6.83E-06,-11.89410949
allergies,5,1.77E-05,-10.94226137,958,4.56E-05,-9.996419979,1914629,1.87E-06,-13.1905898,8,5.46E-06,-12.11725304
alley,2,7.08E-06,-11.8585521,93,4.42E-06,-12.32866826,1611455,1.57E-06,-13.36297617,7,4.78E-06,-12.25078444
allies,1,3.54E-06,-12.55169928,139,6.61E-06,-11.92679382,3299680,3.22E-06,-12.64628818,3,2.05E-06,-13.0980823
allow,6,2.12E-05,-10.75993981,904,4.30E-05,-10.0544384,61505619,6.00E-05,-9.720985135,74,5.05E-05,-9.892629492
allowance,1,3.54E-06,-12.55169928,35,1.66E-06,-13.3059197,4320552,4.22E-06,-12.3767305,11,7.51E-06,-11.79879931
allowances,2,7.08E-06,-11.8585521,8,3.80E-07,-14.78182622,2084116,2.03E-06,-13.10576889,,,
allowed,38,0.000134478,-8.914113121,1807,8.59E-05,-9.361844466,40259744,3.93E-05,-10.14476161,90,6.15E-05,-9.696884915
allowing,2,7.08E-06,-11.8585521,170,8.09E-06,-11.72546932,18503938,1.81E-05,-10.9221301,12,8.20E-06,-11.71178794
allows,1,3.54E-06,-12.55169928,162,7.70E-06,-11.77367142,50553712,4.93E-05,-9.917077296,15,1.02E-05,-11.48864438
alluded,1,3.54E-06,-12.55169928,6,2.85E-07,-15.06950829,456532,4.45E-07,-14.62421015,1,6.83E-07,-14.19669459
almost,94,0.000332655,-8.008404499,6225,0.000296063,-8.124939036,58866866,5.74E-05,-9.764835285,515,0.000351772,-7.952527685
alone,14,4.95E-05,-9.912641951,1266,6.02E-05,-9.717650154,34649200,3.38E-05,-10.29483903,111,7.58E-05,-9.487164384
along,65,0.000230027,-8.377312011,3062,0.00014563,-8.834444181,76636056,7.48E-05,-9.501046,249,0.00017008,-8.679241689
aloud,1,3.54E-06,-12.55169928,17,8.09E-07,-14.02805441,3122063,3.05E-06,-12.70161967,1,6.83E-07,-14.19669459
alpha,1,3.54E-06,-12.55169928,20,9.51E-07,-13.86553548,13153188,1.28E-05,-11.26344951,1,6.83E-07,-14.19669459
alps,1,3.54E-06,-12.55169928,21,9.99E-07,-13.81674532,220649,2.15E-07,-15.35129575,1,6.83E-07,-14.19669459
already,66,0.000233566,-8.362044539,4536,0.000215733,-8.441466911,89877095,8.77E-05,-9.341670545,227,0.000155053,-8.771744568
alright,10,3.54E-05,-10.24911419,525,2.50E-05,-10.59786949,2139026,2.09E-06,-13.07976309,7,4.78E-06,-12.25078444
also,146,0.000516677,-7.568092659,14496,0.000689434,-7.279639729,540541602,0.000527405,-7.547542068,995,0.000679637,-7.293951848
alta,1,3.54E-06,-12.55169928,5,2.38E-07,-15.25182984,646783,6.31E-07,-14.27585811,1,6.83E-07,-14.19669459
alternate,1,3.54E-06,-12.55169928,60,2.85E-06,-12.76692319,7377751,7.20E-06,-11.84164482,15,1.02E-05,-11.48864438
alternative,14,4.95E-05,-9.912641951,246,1.17E-05,-11.35593622,32750597,3.20E-05,-10.35119248,24,1.64E-05,-11.01864076
although,28,9.91E-05,-9.219494771,2662,0.000126605,-8.974434758,39291941,3.83E-05,-10.16909424,252,0.000172129,-8.667265498
altitude,1,3.54E-06,-12.55169928,9,4.28E-07,-14.66404318,2964595,2.89E-06,-12.75337324,1,6.83E-07,-14.19669459
altogether,2,7.08E-06,-11.8585521,153,7.28E-06,-11.83082984,3683374,3.59E-06,-12.53628449,10,6.83E-06,-11.89410949
aluminum,1,3.54E-06,-12.55169928,27,1.28E-06,-13.56543089,6868541,6.70E-06,-11.91316196,84,5.74E-05,-9.765877787
alumnus,1,3.54E-06,-12.55169928,2,9.51E-08,-16.16812058,456735,4.46E-07,-14.6237656,,,
always,360,0.001273998,-6.66559525,20012,0.000951776,-6.957180384,114036317,0.000111265,-9.103596703,1403,0.000958322,-6.950326505
alzheimers,1,3.54E-06,-12.55169928,25,1.19E-06,-13.64239193,178744,1.74E-07,-15.56191434,,,
am,72,0.0002548,-8.275033162,7450,0.000354324,-7.945298445,296583356,0.000289376,-8.147785359,550,0.000375679,-7.886776307
amateur,1,3.54E-06,-12.55169928,60,2.85E-06,-12.76692319,29583167,2.89E-05,-10.45290815,7,4.78E-06,-12.25078444
amazed,3,1.06E-05,-11.45308699,350,1.66E-05,-11.0033346,2900655,2.83E-06,-12.7751771,43,2.94E-05,-10.43549447
amazement,1,3.54E-06,-12.55169928,3,1.43E-07,-15.76265547,620425,6.05E-07,-14.31746422,,,
amazes,2,7.08E-06,-11.8585521,119,5.66E-06,-12.08214426,303358,2.96E-07,-15.03295532,6,4.10E-06,-12.40493512
amazing,31,0.000109705,-9.117712077,2357,0.0001121,-9.096122854,17682444,1.73E-05,-10.96754139,145,9.90E-05,-9.219960843
amazingly,1,3.54E-06,-12.55169928,44,2.09E-06,-13.07707812,1384225,1.35E-06,-13.51497325,5,3.42E-06,-12.58725667
ambience,1,3.54E-06,-12.55169928,17,8.09E-07,-14.02805441,943263,9.20E-07,-13.89852381,4,2.73E-06,-12.81040022
ambiguous,1,3.54E-06,-12.55169928,19,9.04E-07,-13.91682878,1702143,1.66E-06,-13.30822563,,,
ambition,1,3.54E-06,-12.55169928,29,1.38E-06,-13.49397193,1967349,1.92E-06,-13.16342672,4,2.73E-06,-12.81040022
ambulance,1,3.54E-06,-12.55169928,50,2.38E-06,-12.94924475,2115241,2.06E-06,-13.09094492,4,2.73E-06,-12.81040022
ambulation,1,3.54E-06,-12.55169928,,,,56183,5.48E-08,-16.71925473,,,
amend,1,3.54E-06,-12.55169928,5,2.38E-07,-15.25182984,5844193,5.70E-06,-12.07466515,,,
amendment,2,7.08E-06,-11.8585521,58,2.76E-06,-12.80082475,12534602,1.22E-05,-11.31162069,7,4.78E-06,-12.25078444
amenities,2,7.08E-06,-11.8585521,11,5.23E-07,-14.46337248,5135858,5.01E-06,-12.20386675,6,4.10E-06,-12.40493512
america,27,9.55E-05,-9.255862415,2588,0.000123086,-9.002627101,4144848,4.04E-06,-12.41824755,121,8.26E-05,-9.40090404
america's,2,7.08E-06,-11.8585521,228,1.08E-05,-11.43192213,,,,14,9.56E-06,-11.55763726
american,29,0.000102628,-9.184403451,3431,0.000163179,-8.720660714,9625145,9.39E-06,-11.57573473,229,0.000156419,-8.762972582
american's,1,3.54E-06,-12.55169928,20,9.51E-07,-13.86553548,,,,,,
americans,22,7.79E-05,-9.460656828,1246,5.93E-05,-9.733574058,660889,6.45E-07,-14.25428305,70,4.78E-05,-9.948199343
ameritech,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,10691,1.04E-08,-18.37846668,,,
ames,1,3.54E-06,-12.55169928,10,4.76E-07,-14.55868266,187691,1.83E-07,-15.51307196,,,
amherst,1,3.54E-06,-12.55169928,20,9.51E-07,-13.86553548,46541,4.54E-08,-16.90753531,6,4.10E-06,-12.40493512
amish,1,3.54E-06,-12.55169928,55,2.62E-06,-12.85393457,146048,1.42E-07,-15.76393362,4,2.73E-06,-12.81040022
ammunition,4,1.42E-05,-11.16540492,20,9.51E-07,-13.86553548,1789353,1.75E-06,-13.25825957,8,5.46E-06,-12.11725304
among,7,2.48E-05,-10.60578913,297,1.41E-05,-11.16753562,71130977,6.94E-05,-9.575590747,25,1.71E-05,-10.97781876
amongst,1,3.54E-06,-12.55169928,114,5.42E-06,-12.12506931,6947741,6.78E-06,-11.9016971,5,3.42E-06,-12.58725667
amount,30,0.000106167,-9.150501899,2373,0.000112861,-9.0893575,80133932,7.82E-05,-9.456414286,269,0.000183741,-8.601983206
amounts,2,7.08E-06,-11.8585521,218,1.04E-05,-11.47677269,28179008,2.75E-05,-10.50153637,25,1.71E-05,-10.97781876
amphitheater,1,3.54E-06,-12.55169928,3,1.43E-07,-15.76265547,172644,1.68E-07,-15.59663728,,,
amsterdam,1,3.54E-06,-12.55169928,47,2.24E-06,-13.01112016,2130983,2.08E-06,-13.0835303,1,6.83E-07,-14.19669459
amuse,1,3.54E-06,-12.55169928,6,2.85E-07,-15.06950829,433272,4.23E-07,-14.67650324,,,
amy,3,1.06E-05,-11.45308699,159,7.56E-06,-11.79236355,760953,7.42E-07,-14.11329736,4,2.73E-06,-12.81040022
amy's,1,3.54E-06,-12.55169928,2,9.51E-08,-16.16812058,,,,,,
an,485,0.001716358,-6.36755039,30780,0.001463906,-6.526647349,1369286818,0.001336009,-6.618068359,2529,0.001727439,-6.361115339
analogy,2,7.08E-06,-11.8585521,47,2.24E-06,-13.01112016,2044802,2.00E-06,-13.12481271,2,1.37E-06,-13.5035474
analysis,3,1.06E-05,-11.45308699,75,3.57E-06,-12.54377964,78775685,7.69E-05,-9.473509288,15,1.02E-05,-11.48864438
analyst,1,3.54E-06,-12.55169928,40,1.90E-06,-13.1723883,4578092,4.47E-06,-12.31883135,3,2.05E-06,-13.0980823
analytical,4,1.42E-05,-11.16540492,24,1.14E-06,-13.68321393,5119138,4.99E-06,-12.20712761,2,1.37E-06,-13.5035474
analyze,1,3.54E-06,-12.55169928,134,6.37E-06,-11.96342796,7016631,6.85E-06,-11.89183048,5,3.42E-06,-12.58725667
analyzed,1,3.54E-06,-12.55169928,7,3.33E-07,-14.91535761,5907542,5.76E-06,-12.06388383,,,
analyzes,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,1507058,1.47E-06,-13.42995427,,,
anatomy,1,3.54E-06,-12.55169928,7,3.33E-07,-14.91535761,2772400,2.71E-06,-12.8204003,1,6.83E-07,-14.19669459
ancestors,1,3.54E-06,-12.55169928,50,2.38E-06,-12.94924475,2687378,2.62E-06,-12.85154767,5,3.42E-06,-12.58725667
ancient,1,3.54E-06,-12.55169928,66,3.14E-06,-12.67161301,13638720,1.33E-05,-11.22720086,6,4.10E-06,-12.40493512
and,10866,0.038453508,-3.258305354,643529,0.030606423,-3.486545386,12522922536,0.012218579,-4.404797624,52490,0.035853409,-3.328316631
ands,1,3.54E-06,-12.55169928,6,2.85E-07,-15.06950829,158712,1.55E-07,-15.68077771,1,6.83E-07,-14.19669459
anesthetic,1,3.54E-06,-12.55169928,4,1.90E-07,-15.4749734,486214,4.74E-07,-14.56122009,,,
angel,1,3.54E-06,-12.55169928,112,5.33E-06,-12.14276889,5961104,5.82E-06,-12.05485797,5,3.42E-06,-12.58725667
angela's,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,,,,,,
angeles,2,7.08E-06,-11.8585521,1601,7.61E-05,-9.482884044,2359487,2.30E-06,-12.98166945,31,2.12E-05,-10.76270738
angels,1,3.54E-06,-12.55169928,107,5.09E-06,-12.18843892,3707686,3.62E-06,-12.52970571,,,
anger,5,1.77E-05,-10.94226137,165,7.85E-06,-11.75532228,6048489,5.90E-06,-12.04030518,6,4.10E-06,-12.40493512
angering,1,3.54E-06,-12.55169928,2,9.51E-08,-16.16812058,60485,5.90E-08,-16.64547355,,,
angle,1,3.54E-06,-12.55169928,105,4.99E-06,-12.20730741,12045905,1.18E-05,-11.3513889,7,4.78E-06,-12.25078444
angriest,1,3.54E-06,-12.55169928,,,,21897,2.14E-08,-17.66151931,,,
angry,3,1.06E-05,-11.45308699,462,2.20E-05,-10.72570287,6769359,6.60E-06,-11.92770727,19,1.30E-05,-11.25225561
animal,18,6.37E-05,-9.661327523,758,3.61E-05,-10.23058437,35752841,3.49E-05,-10.26348394,43,2.94E-05,-10.43549447
animals,22,7.79E-05,-9.460656828,1397,6.64E-05,-9.619185398,34434209,3.36E-05,-10.30106315,53,3.62E-05,-10.22640267
animation,2,7.08E-06,-11.8585521,102,4.85E-06,-12.23629494,7725127,7.54E-06,-11.79563541,4,2.73E-06,-12.81040022
ankle,2,7.08E-06,-11.8585521,89,4.23E-06,-12.37263139,2411315,2.35E-06,-12.95994143,8,5.46E-06,-12.11725304
ankles,1,3.54E-06,-12.55169928,45,2.14E-06,-13.05460527,780238,7.61E-07,-14.08826995,6,4.10E-06,-12.40493512
ann,1,3.54E-06,-12.55169928,163,7.75E-06,-11.76751756,1068305,1.04E-06,-13.77404039,11,7.51E-06,-11.79879931
annexed,1,3.54E-06,-12.55169928,1,4.76E-08,-16.86126776,743604,7.26E-07,-14.13636032,,,
anniversary,4,1.42E-05,-11.16540492,201,9.56E-06,-11.55796285,7903968,7.71E-06,-11.77274876,10,6.83E-06,-11.89410949
announced,4,1.42E-05,-11.16540492,73,3.47E-06,-12.57080832,26709104,2.61E-05,-10.55510919,9,6.15E-06,-11.99947001
annoy,1,3.54E-06,-12.55169928,44,2.09E-06,-13.07707812,1378471,1.34E-06,-13.51913876,3,2.05E-06,-13.0980823
annoyed,2,7.08E-06,-11.8585521,119,5.66E-06,-12.08214426,1516195,1.48E-06,-13.42390976,3,2.05E-06,-13.0980823
annoying,4,1.42E-05,-11.16540492,393,1.87E-05,-10.88745815,4961940,4.84E-06,-12.23831688,18,1.23E-05,-11.30632283
annual,1,3.54E-06,-12.55169928,49,2.33E-06,-12.96944746,41459221,4.05E-05,-10.11540335,25,1.71E-05,-10.97781876
anonymous,2,7.08E-06,-11.8585521,132,6.28E-06,-11.97846583,9540699,9.31E-06,-11.58454692,2,1.37E-06,-13.5035474
anorism,2,7.08E-06,-11.8585521,,,,,,,,,
another,167,0.000590994,-7.433705469,10521,0.000500382,-7.600139218,152750305,0.000149038,-8.811309076,748,0.000510923,-7.579291607
answer,42,0.000148633,-8.814029663,1655,7.87E-05,-9.449711469,49165189,4.80E-05,-9.944927839,103,7.04E-05,-9.561965597
answered,2,7.08E-06,-11.8585521,247,1.17E-05,-11.35187942,11314141,1.10E-05,-11.41406031,3,2.05E-06,-13.0980823
answering,5,1.77E-05,-10.94226137,218,1.04E-05,-11.47677269,4587019,4.48E-06,-12.31688331,22,1.50E-05,-11.10565213
answers,9,3.18E-05,-10.3544747,248,1.18E-05,-11.34783901,40247740,3.93E-05,-10.14505982,14,9.56E-06,-11.55763726
anthony,1,3.54E-06,-12.55169928,112,5.33E-06,-12.14276889,618201,6.03E-07,-14.3210553,7,4.78E-06,-12.25078444
anti,2,7.08E-06,-11.8585521,573,2.73E-05,-10.51038204,35275817,3.44E-05,-10.27691601,7,4.78E-06,-12.25078444
antidepressant,1,3.54E-06,-12.55169928,8,3.80E-07,-14.78182622,669851,6.54E-07,-14.24081365,,,
antihistamines,1,3.54E-06,-12.55169928,5,2.38E-07,-15.25182984,307115,3.00E-07,-15.02064668,1,6.83E-07,-14.19669459
antioch,2,7.08E-06,-11.8585521,3,1.43E-07,-15.76265547,42941,4.19E-08,-16.98804187,,,
antrum,1,3.54E-06,-12.55169928,,,,37668,3.68E-08,-17.11905802,,,
ants,1,3.54E-06,-12.55169928,37,1.76E-06,-13.25034984,1252352,1.22E-06,-13.61509029,8,5.46E-06,-12.11725304
any,300,0.001061665,-6.847916806,26149,0.001243654,-6.689701529,627736697,0.000612481,-7.397992865,1891,0.001291652,-6.651833517
anybody,72,0.0002548,-8.275033162,4407,0.000209598,-8.470318292,8360246,8.16E-06,-11.71662582,236,0.0001612,-8.73286278
anybody's,4,1.42E-05,-11.16540492,171,8.13E-06,-11.7196042,,,,7,4.78E-06,-12.25078444
anyhow,9,3.18E-05,-10.3544747,300,1.43E-05,-11.15748528,831035,8.11E-07,-14.02519704,36,2.46E-05,-10.61317565
anymore,67,0.000237105,-8.347006662,3075,0.000146248,-8.830207577,9774392,9.54E-06,-11.56034777,325,0.000221992,-8.412869403
anyone,29,0.000102628,-9.184403451,1987,9.45E-05,-9.266886514,61209175,5.97E-05,-9.725816575,114,7.79E-05,-9.460496137
anyone's,1,3.54E-06,-12.55169928,73,3.47E-06,-12.57080832,432,4.22E-10,-21.58719864,4,2.73E-06,-12.81040022
anything,303,0.001072282,-6.837966476,20758,0.000987256,-6.920580763,68872629,6.72E-05,-9.607854829,1276,0.000871575,-7.045209122
anything's,1,3.54E-06,-12.55169928,84,4.00E-06,-12.43045096,,,,3,2.05E-06,-13.0980823
anytime,4,1.42E-05,-11.16540492,175,8.32E-06,-11.69648178,13777953,1.34E-05,-11.21704397,44,3.01E-05,-10.41250495
